Time(ms),Amplitude,Cluster,Label
11430,291,0,Normal
11440,285,0,Normal
11450,277,0,Normal
11460,267,0,Normal
11470,255,0,Normal
11480,242,0,Normal
11490,228,0,Normal
11500,212,0,Normal
11510,194,0,Normal
11520,176,0,Normal
11530,156,0,Normal
11540,136,0,Normal
11550,114,0,Normal
11560,92,0,Normal
11570,70,0,Normal
11580,46,0,Normal
11590,23,0,Normal
11600,0,0,Normal
11610,-23,0,Normal
11620,-46,1,Tachycardia
11630,-70,1,Tachycardia
11640,-92,1,Tachycardia
11650,-114,1,Tachycardia
11660,-136,1,Tachycardia
11670,-156,1,Tachycardia
11680,-176,1,Tachycardia
11690,-194,1,Tachycardia
11700,-212,1,Tachycardia
11710,-228,1,Tachycardia
11720,-242,1,Tachycardia
11730,-255,1,Tachycardia
11740,-267,1,Tachycardia
11750,-277,1,Tachycardia
11760,-285,1,Tachycardia
11770,-291,1,Tachycardia
11780,-296,1,Tachycardia
11790,-299,1,Tachycardia
11800,-299,1,Tachycardia
11810,-299,1,Tachycardia
11820,-296,1,Tachycardia
11830,-291,1,Tachycardia
11840,-285,1,Tachycardia
11850,-277,1,Tachycardia
11860,-267,1,Tachycardia
11870,-255,1,Tachycardia
11880,-242,1,Tachycardia
11890,-228,1,Tachycardia
11900,-212,1,Tachycardia
11910,-194,1,Tachycardia
11920,-176,1,Tachycardia
11930,-156,1,Tachycardia
11940,-136,1,Tachycardia
11950,-114,1,Tachycardia
11960,-92,1,Tachycardia
11970,-70,1,Tachycardia
11980,-46,1,Tachycardia
11990,-23,0,Normal
12000,0,0,Normal
12010,23,0,Normal
12020,46,0,Normal
12030,70,0,Normal
12040,92,0,Normal
12050,114,0,Normal
12060,136,0,Normal
12070,156,0,Normal
12080,176,0,Normal
12090,194,0,Normal
12100,212,0,Normal
12110,228,0,Normal
12120,242,0,Normal
12130,255,0,Normal
12140,267,0,Normal
12150,277,0,Normal
12160,285,0,Normal
12170,291,0,Normal
12180,296,0,Normal
12190,299,0,Normal
12200,299,0,Normal
12210,299,0,Normal
12220,296,0,Normal
12230,291,0,Normal
12240,285,0,Normal
12250,277,0,Normal
12260,267,0,Normal
12270,255,0,Normal
12280,242,0,Normal
12290,228,0,Normal
12300,212,0,Normal
12310,194,0,Normal
12320,176,0,Normal
12330,156,0,Normal
12340,136,0,Normal
12350,114,0,Normal
12360,92,0,Normal
12370,70,0,Normal
12380,46,0,Normal
12390,23,0,Normal
12400,0,0,Normal
12410,-23,0,Normal
12420,-46,1,Tachycardia
12430,-70,1,Tachycardia
12440,-92,1,Tachycardia
12450,-114,1,Tachycardia
12460,-136,1,Tachycardia
12470,-156,1,Tachycardia
12480,-176,1,Tachycardia
12490,-194,1,Tachycardia
12500,-212,1,Tachycardia
12510,-228,1,Tachycardia
12520,-242,1,Tachycardia
12530,-255,1,Tachycardia
12540,-267,1,Tachycardia
12550,-277,1,Tachycardia
12560,-285,1,Tachycardia
12570,-291,1,Tachycardia
12580,-296,1,Tachycardia
12590,-299,1,Tachycardia
12600,-299,1,Tachycardia
12610,-299,1,Tachycardia
12620,-296,1,Tachycardia
12630,-291,1,Tachycardia
12640,-285,1,Tachycardia
12650,-277,1,Tachycardia
12660,-267,1,Tachycardia
12670,-255,1,Tachycardia
12680,-242,1,Tachycardia
12690,-228,1,Tachycardia
12700,-212,1,Tachycardia
12710,-194,1,Tachycardia
12720,-176,1,Tachycardia
12730,-156,1,Tachycardia
12740,-136,1,Tachycardia
12750,-114,1,Tachycardia
12760,-92,1,Tachycardia
12770,-70,1,Tachycardia
12780,-46,1,Tachycardia
12790,-23,0,Normal
12800,0,0,Normal
12810,23,0,Normal
12820,46,0,Normal
12830,70,0,Normal
12840,92,0,Normal
12850,114,0,Normal
12860,136,0,Normal
12870,156,0,Normal
12880,176,0,Normal
12890,194,0,Normal
12900,212,0,Normal
12910,228,0,Normal
12920,242,0,Normal
12930,255,0,Normal
12940,267,0,Normal
12950,277,0,Normal
12960,285,0,Normal
12970,291,0,Normal
12980,296,0,Normal
12990,299,0,Normal
13000,299,0,Normal
13010,299,0,Normal
13020,296,0,Normal
13030,291,0,Normal
13040,285,0,Normal
13050,277,0,Normal
13060,267,0,Normal
13070,255,0,Normal
13080,242,0,Normal
13090,228,0,Normal
13100,212,0,Normal
13110,194,0,Normal
13120,176,0,Normal
13130,156,0,Normal
13140,136,0,Normal
13150,114,0,Normal
13160,92,0,Normal
13170,70,0,Normal
13180,46,0,Normal
13190,23,0,Normal
13200,0,0,Normal
13210,-23,0,Normal
13220,-46,1,Tachycardia
13230,-70,1,Tachycardia
13240,-92,1,Tachycardia
13250,-114,1,Tachycardia
13260,-136,1,Tachycardia
13270,-156,1,Tachycardia
13280,-176,1,Tachycardia
13290,-194,1,Tachycardia
13300,-212,1,Tachycardia
13310,-228,1,Tachycardia
13320,-242,1,Tachycardia
13330,-255,1,Tachycardia
13340,-267,1,Tachycardia
13350,-277,1,Tachycardia
13360,-285,1,Tachycardia
13370,-291,1,Tachycardia
13380,-296,1,Tachycardia
13390,-299,1,Tachycardia
13400,-299,1,Tachycardia
13410,-299,1,Tachycardia
13420,-296,1,Tachycardia
13430,-291,1,Tachycardia
13440,-285,1,Tachycardia
13450,-277,1,Tachycardia
13460,-267,1,Tachycardia
13470,-255,1,Tachycardia
13480,-242,1,Tachycardia
13490,-228,1,Tachycardia
13500,-212,1,Tachycardia
13510,-194,1,Tachycardia
13520,-176,1,Tachycardia
13530,-156,1,Tachycardia
13540,-136,1,Tachycardia
13550,-114,1,Tachycardia
13560,-92,1,Tachycardia
13570,-70,1,Tachycardia
13580,-46,1,Tachycardia
13590,-23,0,Normal
13600,0,0,Normal
13610,23,0,Normal
13620,46,0,Normal
13630,70,0,Normal
13640,92,0,Normal
13650,114,0,Normal
13660,136,0,Normal
13670,156,0,Normal
13680,176,0,Normal
13690,194,0,Normal
13700,212,0,Normal
13710,228,0,Normal
13720,242,0,Normal
13730,255,0,Normal
13740,267,0,Normal
13750,277,0,Normal
13760,285,0,Normal
13770,291,0,Normal
13780,296,0,Normal
13790,299,0,Normal
13800,300,0,Normal
13810,299,0,Normal
13820,296,0,Normal
13830,291,0,Normal
13840,285,0,Normal
13850,277,0,Normal
13860,267,0,Normal
13870,255,0,Normal
13880,242,0,Normal
13890,228,0,Normal
13900,212,0,Normal
13910,194,0,Normal
13920,176,0,Normal
13930,156,0,Normal
13940,136,0,Normal
13950,114,0,Normal
13960,92,0,Normal
13970,70,0,Normal
13980,46,0,Normal
13990,23,0,Normal
14000,0,0,Normal
14010,-23,0,Normal
14020,-46,1,Tachycardia
14030,-70,1,Tachycardia
14040,-92,1,Tachycardia
14050,-114,1,Tachycardia
14060,-136,1,Tachycardia
14070,-156,1,Tachycardia
14080,-176,1,Tachycardia
14090,-194,1,Tachycardia
14100,-212,1,Tachycardia
14110,-228,1,Tachycardia
14120,-242,1,Tachycardia
14130,-255,1,Tachycardia
14140,-267,1,Tachycardia
14150,-277,1,Tachycardia
14160,-285,1,Tachycardia
14170,-291,1,Tachycardia
14180,-296,1,Tachycardia
14190,-299,1,Tachycardia
14200,-300,1,Tachycardia
14210,-299,1,Tachycardia
14220,-296,1,Tachycardia
14230,-291,1,Tachycardia
14240,-285,1,Tachycardia
14250,-277,1,Tachycardia
14260,-267,1,Tachycardia
14270,-255,1,Tachycardia
14280,-242,1,Tachycardia
14290,-228,1,Tachycardia
14300,-212,1,Tachycardia
14310,-194,1,Tachycardia
14320,-176,1,Tachycardia
14330,-156,1,Tachycardia
14340,-136,1,Tachycardia
14350,-114,1,Tachycardia
14360,-92,1,Tachycardia
14370,-70,1,Tachycardia
14380,-46,1,Tachycardia
14390,-23,0,Normal
14400,0,0,Normal
14410,23,0,Normal
14420,46,0,Normal
14430,70,0,Normal
14440,92,0,Normal
14450,114,0,Normal
14460,136,0,Normal
14470,156,0,Normal
14480,176,0,Normal
14490,194,0,Normal
14500,212,0,Normal
14510,228,0,Normal
14520,242,0,Normal
14530,255,0,Normal
14540,267,0,Normal
14550,277,0,Normal
14560,285,0,Normal
14570,291,0,Normal
14580,296,0,Normal
14590,299,0,Normal
14600,299,0,Normal
14610,299,0,Normal
14620,296,0,Normal
14630,291,0,Normal
14640,285,0,Normal
14650,277,0,Normal
14660,267,0,Normal
14670,255,0,Normal
14680,242,0,Normal
14690,228,0,Normal
14700,212,0,Normal
14710,194,0,Normal
14720,176,0,Normal
14730,156,0,Normal
14740,136,0,Normal
14750,114,0,Normal
14760,92,0,Normal
14770,70,0,Normal
14780,46,0,Normal
14790,23,0,Normal
14800,0,0,Normal
14810,-23,0,Normal
14820,-46,1,Tachycardia
14830,-70,1,Tachycardia
14840,-92,1,Tachycardia
14850,-114,1,Tachycardia
14860,-136,1,Tachycardia
14870,-156,1,Tachycardia
14880,-176,1,Tachycardia
14890,-194,1,Tachycardia
14900,-212,1,Tachycardia
14910,-228,1,Tachycardia
14920,-242,1,Tachycardia
14930,-255,1,Tachycardia
14940,-267,1,Tachycardia
14950,-277,1,Tachycardia
14960,-285,1,Tachycardia
14970,-291,1,Tachycardia
14980,-296,1,Tachycardia
14990,-299,1,Tachycardia
15000,-299,1,Tachycardia
15010,-299,1,Tachycardia
15020,-296,1,Tachycardia
15030,-291,1,Tachycardia
15040,-285,1,Tachycardia
15050,-277,1,Tachycardia
15060,-267,1,Tachycardia
15070,-255,1,Tachycardia
15080,-242,1,Tachycardia
15090,-228,1,Tachycardia
15100,-212,1,Tachycardia
15110,-194,1,Tachycardia
15120,-176,1,Tachycardia
15130,-156,1,Tachycardia
15140,-136,1,Tachycardia
15150,-114,1,Tachycardia
15160,-92,1,Tachycardia
15170,-70,1,Tachycardia
15180,-46,1,Tachycardia
15190,-23,0,Normal
15200,0,0,Normal
15210,23,0,Normal
15220,46,0,Normal
15230,70,0,Normal
15240,92,0,Normal
15250,114,0,Normal
15260,136,0,Normal
15270,156,0,Normal
15280,176,0,Normal
15290,194,0,Normal
15300,212,0,Normal
15310,228,0,Normal
15320,242,0,Normal
15330,255,0,Normal
15340,267,0,Normal
15350,277,0,Normal
15360,285,0,Normal
15370,291,0,Normal
15380,296,0,Normal
15390,299,0,Normal
15400,299,0,Normal
15410,299,0,Normal
15420,296,0,Normal
15430,291,0,Normal
15440,285,0,Normal
15450,277,0,Normal
15460,267,0,Normal
15470,255,0,Normal
15480,242,0,Normal
15490,228,0,Normal
15500,212,0,Normal
15510,194,0,Normal
15520,176,0,Normal
15530,156,0,Normal
15540,136,0,Normal
15550,114,0,Normal
15560,92,0,Normal
15570,70,0,Normal
15580,46,0,Normal
15590,23,0,Normal
15600,0,0,Normal
15610,-23,0,Normal
15620,-46,1,Tachycardia
15630,-70,1,Tachycardia
15640,-92,1,Tachycardia
15650,-114,1,Tachycardia
15660,-136,1,Tachycardia
15670,-156,1,Tachycardia
15680,-176,1,Tachycardia
15690,-194,1,Tachycardia
15700,-212,1,Tachycardia
15710,-228,1,Tachycardia
15720,-242,1,Tachycardia
15730,-255,1,Tachycardia
15740,-267,1,Tachycardia
15750,-277,1,Tachycardia
15760,-285,1,Tachycardia
15770,-291,1,Tachycardia
15780,-296,1,Tachycardia
15790,-299,1,Tachycardia
15800,-299,1,Tachycardia
15810,-299,1,Tachycardia
15820,-296,1,Tachycardia
15830,-291,1,Tachycardia
15840,-285,1,Tachycardia
15850,-277,1,Tachycardia
15860,-267,1,Tachycardia
15870,-255,1,Tachycardia
15880,-242,1,Tachycardia
15890,-228,1,Tachycardia
15900,-212,1,Tachycardia
15910,-194,1,Tachycardia
15920,-176,1,Tachycardia
15930,-156,1,Tachycardia
15940,-136,1,Tachycardia
15950,-114,1,Tachycardia
15960,-92,1,Tachycardia
15970,-70,1,Tachycardia
15980,-46,1,Tachycardia
15990,-23,0,Normal
16000,0,0,Normal
16010,23,0,Normal
16020,46,0,Normal
16030,70,0,Normal
16040,92,0,Normal
16050,114,0,Normal
16060,136,0,Normal
16070,156,0,Normal
16080,176,0,Normal
16090,194,0,Normal
16100,212,0,Normal
16110,228,0,Normal
16120,242,0,Normal
16130,255,0,Normal
16140,267,0,Normal
16150,277,0,Normal
16160,285,0,Normal
16170,291,0,Normal
16180,296,0,Normal
16190,299,0,Normal
16200,299,0,Normal
16210,299,0,Normal
16220,296,0,Normal
16230,291,0,Normal
16240,285,0,Normal
16250,277,0,Normal
16260,267,0,Normal
16270,255,0,Normal
16280,242,0,Normal
16290,228,0,Normal
16300,212,0,Normal
16310,194,0,Normal
16320,176,0,Normal
16330,156,0,Normal
16340,136,0,Normal
16350,114,0,Normal
16360,92,0,Normal
16370,70,0,Normal
16380,46,0,Normal
16390,23,0,Normal
16400,0,0,Normal
16410,-23,0,Normal
16420,-46,1,Tachycardia
16430,-70,1,Tachycardia
16440,-92,1,Tachycardia
16450,-114,1,Tachycardia
16460,-136,1,Tachycardia
16470,-156,1,Tachycardia
16480,-176,1,Tachycardia
16490,-194,1,Tachycardia
16500,-212,1,Tachycardia
16510,-228,1,Tachycardia
16520,-242,1,Tachycardia
16530,-255,1,Tachycardia
16540,-267,1,Tachycardia
16550,-277,1,Tachycardia
16560,-285,1,Tachycardia
16570,-291,1,Tachycardia
16580,-296,1,Tachycardia
16590,-299,1,Tachycardia
16600,-299,1,Tachycardia
16610,-299,1,Tachycardia
16620,-296,1,Tachycardia
16630,-291,1,Tachycardia
16640,-285,1,Tachycardia
16650,-277,1,Tachycardia
16660,-267,1,Tachycardia
16670,-255,1,Tachycardia
16680,-242,1,Tachycardia
16690,-228,1,Tachycardia
16700,-212,1,Tachycardia
16710,-194,1,Tachycardia
16720,-176,1,Tachycardia
16730,-156,1,Tachycardia
16740,-136,1,Tachycardia
16750,-114,1,Tachycardia
16760,-92,1,Tachycardia
16770,-70,1,Tachycardia
16780,-46,1,Tachycardia
16790,-23,0,Normal
16800,0,0,Normal
16810,23,0,Normal
16820,46,0,Normal
16830,70,0,Normal
16840,92,0,Normal
16850,114,0,Normal
16860,136,0,Normal
16870,156,0,Normal
16880,176,0,Normal
16890,194,0,Normal
16900,212,0,Normal
16910,228,0,Normal
16920,242,0,Normal
16930,255,0,Normal
16940,267,0,Normal
16950,277,0,Normal
16960,285,0,Normal
16970,291,0,Normal
16980,296,0,Normal
16990,299,0,Normal
17000,300,0,Normal
17010,299,0,Normal
17020,296,0,Normal
17030,291,0,Normal
17040,285,0,Normal
17050,277,0,Normal
17060,267,0,Normal
17070,255,0,Normal
17080,242,0,Normal
17090,228,0,Normal
17100,212,0,Normal
17110,194,0,Normal
17120,176,0,Normal
17130,156,0,Normal
17140,136,0,Normal
17150,114,0,Normal
17160,92,0,Normal
17170,70,0,Normal
17180,46,0,Normal
17190,23,0,Normal
17200,0,0,Normal
17210,-23,0,Normal
17220,-46,1,Tachycardia
17230,-70,1,Tachycardia
17240,-92,1,Tachycardia
17250,-114,1,Tachycardia
17260,-136,1,Tachycardia
17270,-156,1,Tachycardia
17280,-176,1,Tachycardia
17290,-194,1,Tachycardia
17300,-212,1,Tachycardia
17310,-228,1,Tachycardia
17320,-242,1,Tachycardia
17330,-255,1,Tachycardia
17340,-267,1,Tachycardia
17350,-277,1,Tachycardia
17360,-285,1,Tachycardia
17370,-291,1,Tachycardia
17380,-296,1,Tachycardia
17390,-299,1,Tachycardia
17400,-299,1,Tachycardia
17410,-299,1,Tachycardia
17420,-296,1,Tachycardia
17430,-291,1,Tachycardia
17440,-285,1,Tachycardia
17450,-277,1,Tachycardia
17460,-267,1,Tachycardia
17470,-255,1,Tachycardia
17480,-242,1,Tachycardia
17490,-228,1,Tachycardia
17500,-212,1,Tachycardia
17510,-194,1,Tachycardia
17520,-176,1,Tachycardia
17530,-156,1,Tachycardia
17540,-136,1,Tachycardia
17550,-114,1,Tachycardia
17560,-92,1,Tachycardia
17570,-70,1,Tachycardia
17580,-46,1,Tachycardia
17590,-23,0,Normal
17600,0,0,Normal
17610,23,0,Normal
17620,46,0,Normal
17630,70,0,Normal
17640,92,0,Normal
17650,114,0,Normal
17660,136,0,Normal
17670,156,0,Normal
17680,176,0,Normal
17690,194,0,Normal
17700,212,0,Normal
17710,228,0,Normal
17720,242,0,Normal
17730,255,0,Normal
17740,267,0,Normal
17750,277,0,Normal
17760,285,0,Normal
17770,291,0,Normal
17780,296,0,Normal
17790,299,0,Normal
17800,299,0,Normal
17810,299,0,Normal
17820,296,0,Normal
17830,291,0,Normal
17840,285,0,Normal
17850,277,0,Normal
17860,267,0,Normal
17870,255,0,Normal
17880,242,0,Normal
17890,228,0,Normal
17900,212,0,Normal
17910,194,0,Normal
17920,176,0,Normal
17930,156,0,Normal
17940,136,0,Normal
17950,114,0,Normal
17960,92,0,Normal
17970,70,0,Normal
17980,46,0,Normal
17990,23,0,Normal
18000,0,0,Normal
18010,-23,0,Normal
18020,-46,1,Tachycardia
18030,-70,1,Tachycardia
18040,-92,1,Tachycardia
18050,-114,1,Tachycardia
18060,-136,1,Tachycardia
18070,-156,1,Tachycardia
18080,-176,1,Tachycardia
18090,-194,1,Tachycardia
18100,-212,1,Tachycardia
18110,-228,1,Tachycardia
18120,-242,1,Tachycardia
18130,-255,1,Tachycardia
18140,-267,1,Tachycardia
18150,-277,1,Tachycardia
18160,-285,1,Tachycardia
18170,-291,1,Tachycardia
18180,-296,1,Tachycardia
18190,-299,1,Tachycardia
18200,-299,1,Tachycardia
18210,-299,1,Tachycardia
18220,-296,1,Tachycardia
18230,-291,1,Tachycardia
18240,-285,1,Tachycardia
18250,-277,1,Tachycardia
18260,-267,1,Tachycardia
18270,-255,1,Tachycardia
18280,-242,1,Tachycardia
18290,-228,1,Tachycardia
18300,-212,1,Tachycardia
18310,-194,1,Tachycardia
18320,-176,1,Tachycardia
18330,-156,1,Tachycardia
18340,-136,1,Tachycardia
18350,-114,1,Tachycardia
18360,-92,1,Tachycardia
18370,-70,1,Tachycardia
18380,-46,1,Tachycardia
18390,-23,0,Normal
18400,0,0,Normal
18410,23,0,Normal
18420,46,0,Normal
18430,70,0,Normal
18440,92,0,Normal
18450,114,0,Normal
18460,136,0,Normal
18470,156,0,Normal
18480,176,0,Normal
18490,194,0,Normal
18500,212,0,Normal
18510,228,0,Normal
18520,242,0,Normal
18530,255,0,Normal
18540,267,0,Normal
18550,277,0,Normal
18560,285,0,Normal
18570,291,0,Normal
18580,296,0,Normal
18590,299,0,Normal
18600,299,0,Normal
18610,299,0,Normal
18620,296,0,Normal
18630,291,0,Normal
18640,285,0,Normal
18650,277,0,Normal
18660,267,0,Normal
18670,255,0,Normal
18680,242,0,Normal
18690,228,0,Normal
18700,212,0,Normal
18710,194,0,Normal
18720,176,0,Normal
18730,156,0,Normal
18740,136,0,Normal
18750,114,0,Normal
18760,92,0,Normal
18770,70,0,Normal
18780,46,0,Normal
18790,23,0,Normal
18800,0,0,Normal
18810,-23,0,Normal
18820,-46,1,Tachycardia
18830,-70,1,Tachycardia
18840,-92,1,Tachycardia
18850,-114,1,Tachycardia
18860,-136,1,Tachycardia
18870,-156,1,Tachycardia
18880,-176,1,Tachycardia
18890,-194,1,Tachycardia
18900,-212,1,Tachycardia
18910,-228,1,Tachycardia
18920,-242,1,Tachycardia
18930,-255,1,Tachycardia
18940,-267,1,Tachycardia
18950,-277,1,Tachycardia
18960,-285,1,Tachycardia
18970,-291,1,Tachycardia
18980,-296,1,Tachycardia
18990,-299,1,Tachycardia
19000,-299,1,Tachycardia
19010,-299,1,Tachycardia
19020,-296,1,Tachycardia
19030,-291,1,Tachycardia
19040,-285,1,Tachycardia
19050,-277,1,Tachycardia
19060,-267,1,Tachycardia
19070,-255,1,Tachycardia
19080,-242,1,Tachycardia
19090,-228,1,Tachycardia
19100,-212,1,Tachycardia
19110,-194,1,Tachycardia
19120,-176,1,Tachycardia
19130,-156,1,Tachycardia
19140,-136,1,Tachycardia
19150,-114,1,Tachycardia
19160,-92,1,Tachycardia
19170,-70,1,Tachycardia
19180,-46,1,Tachycardia
19190,-23,0,Normal
19200,0,0,Normal
19210,23,0,Normal
19220,46,0,Normal
19230,70,0,Normal
19240,92,0,Normal
19250,114,0,Normal
19260,136,0,Normal
19270,156,0,Normal
19280,176,0,Normal
19290,194,0,Normal
19300,212,0,Normal
19310,228,0,Normal
19320,242,0,Normal
19330,255,0,Normal
19340,267,0,Normal
19350,277,0,Normal
19360,285,0,Normal
19370,291,0,Normal
19380,296,0,Normal
19390,299,0,Normal
19400,299,0,Normal
19410,299,0,Normal
19420,296,0,Normal
19430,291,0,Normal
19440,285,0,Normal
19450,277,0,Normal
19460,267,0,Normal
19470,255,0,Normal
19480,242,0,Normal
19490,228,0,Normal
19500,212,0,Normal
19510,194,0,Normal
19520,176,0,Normal
19530,156,0,Normal
19540,136,0,Normal
19550,114,0,Normal
19560,92,0,Normal
19570,70,0,Normal
19580,46,0,Normal
19590,23,0,Normal
19600,0,0,Normal
19610,-23,0,Normal
19620,-46,1,Tachycardia
19630,-70,1,Tachycardia
19640,-92,1,Tachycardia
19650,-114,1,Tachycardia
19660,-136,1,Tachycardia
19670,-156,1,Tachycardia
19680,-176,1,Tachycardia
19690,-194,1,Tachycardia
19700,-212,1,Tachycardia
19710,-228,1,Tachycardia
19720,-242,1,Tachycardia
19730,-255,1,Tachycardia
19740,-267,1,Tachycardia
19750,-277,1,Tachycardia
19760,-285,1,Tachycardia
19770,-291,1,Tachycardia
19780,-296,1,Tachycardia
19790,-299,1,Tachycardia
19800,-299,1,Tachycardia
19810,-299,1,Tachycardia
19820,-296,1,Tachycardia
19830,-291,1,Tachycardia
19840,-285,1,Tachycardia
19850,-277,1,Tachycardia
19860,-267,1,Tachycardia
19870,-255,1,Tachycardia
19880,-242,1,Tachycardia
19890,-228,1,Tachycardia
19900,-212,1,Tachycardia
19910,-194,1,Tachycardia
19920,-176,1,Tachycardia
19930,-156,1,Tachycardia
19940,-136,1,Tachycardia
19950,-114,1,Tachycardia
19960,-92,1,Tachycardia
19970,-70,1,Tachycardia
19980,-46,1,Tachycardia
19990,-23,0,Normal
20000,0,0,Normal
20010,23,0,Normal
20020,46,0,Normal
20030,70,0,Normal
20040,92,0,Normal
20050,114,0,Normal
20060,136,0,Normal
20070,156,0,Normal
20080,176,0,Normal
20090,194,0,Normal
20100,212,0,Normal
20110,228,0,Normal
20120,242,0,Normal
20130,255,0,Normal
20140,267,0,Normal
20150,277,0,Normal
20160,285,0,Normal
20170,291,0,Normal
20180,296,0,Normal
20190,299,0,Normal
20200,299,0,Normal
20210,299,0,Normal
20220,296,0,Normal
20230,291,0,Normal
20240,285,0,Normal
20250,277,0,Normal
20260,267,0,Normal
20270,255,0,Normal
20280,242,0,Normal
20290,228,0,Normal
20300,212,0,Normal
20310,194,0,Normal
20320,176,0,Normal
20330,156,0,Normal
20340,136,0,Normal
20350,114,0,Normal
20360,92,0,Normal
20370,70,0,Normal
20380,46,0,Normal
20390,23,0,Normal
20400,0,0,Normal
20410,-23,0,Normal
20420,-46,1,Tachycardia
20430,-70,1,Tachycardia
20440,-92,1,Tachycardia
20450,-114,1,Tachycardia
20460,-136,1,Tachycardia
20470,-156,1,Tachycardia
20480,-176,1,Tachycardia
20490,-194,1,Tachycardia
20500,-212,1,Tachycardia
20510,-228,1,Tachycardia
20520,-242,1,Tachycardia
20530,-255,1,Tachycardia
20540,-267,1,Tachycardia
20550,-277,1,Tachycardia
20560,-86,1,Tachycardia
20570,-124,1,Tachycardia
20580,-160,1,Tachycardia
20590,-193,1,Tachycardia
20600,-222,1,Tachycardia
20610,-248,1,Tachycardia
20620,-268,1,Tachycardia
20630,-284,1,Tachycardia
20640,-294,1,Tachycardia
20650,-299,1,Tachycardia
20660,-298,1,Tachycardia
20670,-292,1,Tachycardia
20680,-281,1,Tachycardia
20690,-264,1,Tachycardia
20700,-242,1,Tachycardia
20710,-216,1,Tachycardia
20720,-186,1,Tachycardia
20730,-152,1,Tachycardia
20740,-116,1,Tachycardia
20750,-77,1,Tachycardia
20760,-37,0,Normal
20770,3,0,Normal
20780,43,0,Normal
20790,83,0,Normal
20800,122,0,Normal
20810,158,0,Normal
20820,191,0,Normal
20830,220,0,Normal
20840,246,0,Normal
20850,267,0,Normal
20860,283,0,Normal
20870,294,0,Normal
20880,299,0,Normal
20890,299,0,Normal
20900,293,0,Normal
20910,282,0,Normal
20920,265,0,Normal
20930,244,0,Normal
20940,218,0,Normal
20950,188,0,Normal
20960,155,0,Normal
20970,119,0,Normal
20980,80,0,Normal
20990,40,0,Normal
21000,0,0,Normal
21010,-40,0,Normal
21020,-80,1,Tachycardia
21030,-119,1,Tachycardia
21040,-155,1,Tachycardia
21050,-188,1,Tachycardia
21060,-218,1,Tachycardia
21070,-244,1,Tachycardia
21080,-265,1,Tachycardia
21090,-282,1,Tachycardia
21100,-293,1,Tachycardia
21110,-299,1,Tachycardia
21120,-299,1,Tachycardia
21130,-294,1,Tachycardia
21140,-283,1,Tachycardia
21150,-267,1,Tachycardia
21160,-246,1,Tachycardia
21170,-220,1,Tachycardia
21180,-191,1,Tachycardia
21190,-158,1,Tachycardia
21200,-122,1,Tachycardia
21210,-83,1,Tachycardia
21220,-43,0,Normal
21230,-3,0,Normal
21240,37,0,Normal
21250,77,0,Normal
21260,116,0,Normal
21270,152,0,Normal
21280,186,0,Normal
21290,216,0,Normal
21300,242,0,Normal
21310,264,0,Normal
21320,281,0,Normal
21330,292,0,Normal
21340,298,0,Normal
21350,299,0,Normal
21360,294,0,Normal
21370,284,0,Normal
21380,268,0,Normal
21390,248,0,Normal
21400,222,0,Normal
21410,193,0,Normal
21420,160,0,Normal
21430,124,0,Normal
21440,86,0,Normal
21450,46,0,Normal
21460,6,0,Normal
21470,-34,0,Normal
21480,-74,1,Tachycardia
21490,-113,1,Tachycardia
21500,-149,1,Tachycardia
21510,-183,1,Tachycardia
21520,-214,1,Tachycardia
21530,-240,1,Tachycardia
21540,-262,1,Tachycardia
21550,-280,1,Tachycardia
21560,-292,1,Tachycardia
21570,-298,1,Tachycardia
21580,-299,1,Tachycardia
21590,-295,1,Tachycardia
21600,-285,1,Tachycardia
21610,-270,1,Tachycardia
21620,-249,1,Tachycardia
21630,-225,1,Tachycardia
21640,-196,1,Tachycardia
21650,-163,1,Tachycardia
21660,-127,1,Tachycardia
21670,-89,1,Tachycardia
21680,-50,1,Tachycardia
21690,-9,0,Normal
21700,31,0,Normal
21710,71,0,Normal
21720,110,0,Normal
21730,147,0,Normal
21740,181,0,Normal
21750,212,0,Normal
21760,238,0,Normal
21770,261,0,Normal
21780,278,0,Normal
21790,291,0,Normal
21800,298,0,Normal
21810,299,0,Normal
21820,295,0,Normal
21830,286,0,Normal
21840,271,0,Normal
21850,251,0,Normal
21860,227,0,Normal
21870,198,0,Normal
21880,166,0,Normal
21890,130,0,Normal
21900,92,0,Normal
21910,53,0,Normal
21920,12,0,Normal
21930,-28,0,Normal
21940,-68,1,Tachycardia
21950,-107,1,Tachycardia
21960,-144,1,Tachycardia
21970,-178,1,Tachycardia
21980,-209,1,Tachycardia
21990,-237,1,Tachycardia
22000,-259,1,Tachycardia
22010,-277,1,Tachycardia
22020,-290,1,Tachycardia
22030,-298,1,Tachycardia
22040,-299,1,Tachycardia
22050,-296,1,Tachycardia
22060,-287,1,Tachycardia
22070,-272,1,Tachycardia
22080,-253,1,Tachycardia
22090,-229,1,Tachycardia
22100,-200,1,Tachycardia
22110,-168,1,Tachycardia
22120,-133,1,Tachycardia
22130,-95,1,Tachycardia
22140,-56,1,Tachycardia
22150,-15,0,Normal
22160,25,0,Normal
22170,65,0,Normal
22180,104,0,Normal
22190,141,0,Normal
22200,176,0,Normal
22210,207,0,Normal
22220,235,0,Normal
22230,258,0,Normal
22240,276,0,Normal
22250,289,0,Normal
22260,297,0,Normal
22270,299,0,Normal
